_id,English,Bemba,Bemba Other Translation,Bemba Translator ,Bemba Translation Approval Date,Bemba Translation Reviewers
602,Optimize pig breeding techniques for better productivity.,,,,,
603,Implement rotational grazing for cattle to maximize pasture usage.,,,,,
604,Breed goats with desirable traits for improved productivity.,,,,,
605,Protect chickens from predators and diseases.,,,,,
606,Establish proper housing for rabbits to promote their well-being.,,,,,
607,Monitor pig health and address any signs of illness promptly.,,,,,
608,Implement good cattle management practices for optimal health and productivity.,,,,,
609,Provide goats with access to clean water and nutritious forage.,,,,,
610,Select chicken breeds suitable for local market demands.,,,,,
611,Utilize rabbit manure as a natural soil conditioner.,,,,,
612,Optimize pig feeding strategies to achieve desired weight gain.,,,,,
613,Implement rotational grazing to maintain pasture health for cattle.,,,,,
614,Practice proper goat breeding and reproduction techniques.,,,,,
615,Maintain proper hygiene in chicken coops and nest boxes.,,,,,
616,Provide rabbits with ample space for exercise and movement.,,,,,
617,Implement biosecurity measures to prevent the spread of diseases among pigs.,,,,,
618,Regularly monitor cattle for signs of parasites and implement appropriate deworming.,,,,,
619,Implement a vaccination program to protect goats from common diseases.,,,,,
620,Implement sustainable farming practices for chicken production.,,,,,
621,Utilize rabbit droppings as nutrient-rich compost for gardens.,,,,,
622,Implement efficient feeding systems for pigs to optimize feed utilization.,,,,,
623,Practice rotational grazing to maintain healthy pasture for cattle.,,,,,
624,Adopt good goat husbandry practices to ensure their well-being.,,,,,
625,Ensure proper ventilation in chicken coops for optimal air quality.,,,,,
626,"Provide rabbits with a balanced diet of hay, pellets, and fresh greens.",,,,,
627,Implement biosecurity measures to prevent the introduction of diseases to pig herds.,,,,,
628,Regularly monitor cattle for signs of illness and seek veterinary assistance when needed.,,,,,
629,Implement proper fencing to prevent goats from wandering off.,,,,,
630,Practice sustainable and organic chicken farming methods.,,,,,
631,Utilize rabbit manure to enrich compost piles for organic gardening.,,,,,
632,Optimize pig housing and bedding for comfort and cleanliness.,,,,,
633,Rotate cattle grazing to maintain healthy pastures and prevent overgrazing.,,,,,
634,Implement proper goat hoof care and regular trimming.,,,,,
635,Maintain proper lighting and temperature conditions in chicken coops.,,,,,
636,Provide rabbits with regular exercise opportunities in a secure environment.,,,,,
637,Monitor pig growth and adjust feeding regimes accordingly.,,,,,
638,Implement effective parasite control measures for cattle.,,,,,
639,Practice selective breeding to improve the genetic traits of goats.,,,,,
640,Can you spare some change?,,,,,
641,Do you have any spare cash to help me out?,,,,,
642,Could you lend me some money?,,,,,
643,Would you be able to assist me financially?,,,,,
644,I'm in need of financial support. Can you help?,,,,,
645,I'm facing a financial hardship. Any help would be appreciated.,,,,,
646,Is there any chance you could donate some money?,,,,,
647,I'm struggling financially. Could you offer some assistance?,,,,,
648,Can you contribute towards my cause?,,,,,
649,Would you consider making a monetary donation?,,,,,
650,I'm seeking financial aid. Would you be willing to assist?,,,,,
651,Could you spare a small donation to help me out?,,,,,
652,I'm in a difficult situation. Any financial support would be valuable.,,,,,
653,Can you lend me a helping hand with some money?,,,,,
654,Would you be open to providing financial assistance?,,,,,
655,I'm short on funds. Can you offer any support?,,,,,
656,Do you have any resources or funds to spare?,,,,,
657,I'm in a tight spot financially. Could you lend a hand?,,,,,
658,Can you contribute to my fundraising efforts?,,,,,
659,I'm looking for financial help. Any amount would make a difference.,,,,,
660,Would you be kind enough to offer a small donation?,,,,,
661,Can you assist me with a monetary contribution?,,,,,
662,I'm struggling to make ends meet. Can you provide any assistance?,,,,,
663,Could you spare some money to help me out of this situation?,,,,,
664,I'm in need of financial aid. Would you be willing to support me?,,,,,
665,Can you donate to my cause or help me raise funds?,,,,,
666,I'm facing a financial crisis. Any help you can offer would be valuable.,,,,,
667,Would you be able to extend financial support in my time of need?,,,,,
668,Can you lend me some money as a temporary measure?,,,,,
669,I'm experiencing financial difficulties. Could you offer any assistance?,,,,,
670,Can you make a financial contribution to support my situation?,,,,,
671,I'm seeking financial help. Can you contribute in any way?,,,,,
672,Would you be open to helping me financially with a donation?,,,,,
673,Can you spare any money to help me out of this tough spot?,,,,,
674,I'm in a financial bind. Any support you can offer would be appreciated.,,,,,
675,Can you provide any monetary aid to assist me in this situation?,,,,,
676,I'm going through a tough time financially. Can you assist me?,,,,,
677,Could you offer a small financial donation to help me out?,,,,,
678,I'm in need of financial support. Would you consider helping me?,,,,,
679,Can you contribute financially to help me overcome this challenge?,,,,,
680,I'm facing financial hardships. Any assistance would be a blessing.,,,,,
681,Can you lend me some funds to help me get back on my feet?,,,,,
682,I'm seeking financial assistance. Can you offer any help?,,,,,
683,Would you be willing to make a financial contribution towards my cause?,,,,,
684,Can you spare any money to help me out of this difficult situation?,,,,,
685,I'm struggling financially. Could you provide any support?,,,,,
686,Can you donate towards my financial needs or offer any assistance?,,,,,
687,I'm in a financial crisis. Any help you can provide would be greatly appreciated.,,,,,
688,Would you be able to extend a monetary hand to help me overcome this obstacle?,,,,,
689,Can you assist me with a financial donation or offer any resources?,,,,,
690,Can you give me some money?,,,,,
691,Do you have any cash to help me?,,,,,
692,Could you lend me some money?,,,,,
693,Can you offer financial assistance?,,,,,
694,I need some financial support. Can you help?,,,,,
695,I'm facing a money problem. Any help would be appreciated.,,,,,
696,Can you donate some money?,,,,,
697,I'm in a tough spot financially. Can you assist?,,,,,
698,Can you contribute to my cause?,,,,,
699,Would you consider giving some money?,,,,,
700,I need financial aid. Can you help?,,,,,
701,Can you give me a small donation?,,,,,
702,I'm in a difficult situation. Any financial support would be helpful.,,,,,
703,Can you lend me some money?,,,,,
704,Can you offer financial assistance?,,,,,
705,I'm short on funds. Can you help?,,,,,
706,Do you have any extra money or resources?,,,,,
707,I'm in a tight spot financially. Can you help?,,,,,
708,Can you contribute to my fundraising efforts?,,,,,
709,I need financial help. Any amount would make a difference.,,,,,
710,Can you donate a small amount?,,,,,
711,Can you assist me with some money?,,,,,
712,I'm struggling financially. Can you offer any help?,,,,,
713,Can you give me some money to get by?,,,,,
714,I need financial aid. Can you support me?,,,,,
715,Can you donate or help me raise funds?,,,,,
716,I'm facing a financial crisis. Any help would be valuable.,,,,,
717,Can you provide financial support in my time of need?,,,,,
718,Can you lend me some money temporarily?,,,,,
719,I'm going through financial difficulties. Can you offer any assistance?,,,,,
720,Can you make a financial contribution to help my situation?,,,,,
721,I need financial help. Can you contribute in any way?,,,,,
722,Can you help me financially with a donation?,,,,,
723,Can you give me some money to get through this tough spot?,,,,,
724,I'm in a financial bind. Any support would be appreciated.,,,,,
725,Can you offer any monetary aid to help me in this situation?,,,,,
726,I'm facing financial troubles. Can you assist me?,,,,,
727,Can you give a small financial donation to help me out?,,,,,
728,I need financial support. Can you help me out?,,,,,
729,Can you contribute financially to help me overcome this challenge?,,,,,
730,I'm facing money problems. Any assistance would be helpful.,,,,,
731,Can you lend me some funds to help me out?,,,,,
732,I need financial assistance. Can you help?,,,,,
733,Can you give a financial contribution towards my cause?,,,,,
734,Can you give me some money to handle this difficult situation?,,,,,
735,I'm struggling financially. Can you provide any support?,,,,,
736,Can you donate or offer any financial help?,,,,,
737,I'm in a financial crisis. Any help would be appreciated.,,,,,
738,Can you give me some money to overcome this obstacle?,,,,,
739,Can you help me with a financial donation or any resources?,,,,,
740,I need some money to buy books for my children's school.,,,,,
741,I'm short on cash and can't afford to buy enough food for my family.,,,,,
742,I'm in need of financial assistance to purchase essential household items.,,,,,
743,I need some money to cover medical expenses for a family member.,,,,,
744,I'm facing a situation where I require funds to repair my home.,,,,,
745,I'm struggling financially and can't afford to buy warm clothes for my children.,,,,,
746,I need some money to pay for transportation to get to work and support my family.,,,,,
747,I'm in need of financial help to pay for my child's school fees.,,,,,
748,I'm facing a difficult time and need money to cover utility bills for my home.,,,,,
749,I require funds to buy necessary medication for a family member's health.,,,,,
750,I'm in a tight spot financially and need assistance to buy groceries for my home.,,,,,
751,I need some money to purchase essential kitchen appliances for my family.,,,,,
752,I'm facing a crisis and need financial support to pay for my child's school supplies.,,,,,
753,I'm struggling to make ends meet and need funds to repair my car for work purposes.,,,,,
754,I need some money to pay for my elderly parents' medical expenses.,,,,,
755,I'm in need of financial assistance to buy warm blankets for my family during winter.,,,,,
756,I require funds to purchase a new stove as our current one is broken.,,,,,
757,I'm facing financial difficulties and need money to cover my child's extracurricular activities.,,,,,
758,I need some money to pay for my child's daycare fees while I work.,,,,,
759,I'm in a challenging situation and need financial help to buy school uniforms for my children.,,,,,
760,Can you lend me some money to start a business and help my family?,,,,,
761,I'm in need of financial assistance to start a business and support my family.,,,,,
762,I'm asking for your support to start a business and provide for my family's needs.,,,,,
763,Can you spare some money to help me launch a business and take care of my family?,,,,,
764,I'm seeking help to start a business so that I can improve my family's livelihood.,,,,,
765,I'm reaching out for financial support to kickstart a business that will benefit my family.,,,,,
766,I need some funds to start a business and ensure a stable income for my family.,,,,,
767,Can you assist me with some money to establish a business and support my family financially?,,,,,
768,I'm looking for financial aid to start a business and secure a better future for my family.,,,,,
769,I'm hoping to receive monetary help to start a business that will sustain my family.,,,,,
770,I'm requesting your assistance in funding my business idea to provide for my family's needs.,,,,,
771,Can you contribute financially to help me start a business and support my family?,,,,,
772,I'm asking for your generosity to invest in a business that will benefit my family's well-being.,,,,,
773,I'm seeking financial backing to start a business venture that will uplift my family's situation.,,,,,
774,I'm in need of financial resources to establish a business that will help sustain my family.,,,,,
775,Can you provide me with the necessary funds to kick off a business and support my family?,,,,,
776,I'm appealing for financial aid to create a business opportunity that will benefit my family.,,,,,
777,I'm requesting your kind support in raising capital to start a business and provide for my family's future.,,,,,
778,Can you lend a helping hand by contributing money towards my business idea and supporting my family?,,,,,
779,I'm looking for monetary assistance to launch a business that will enable me to take care of my family's needs.,,,,,
780,I need some money to save my struggling business and support my family.,,,,,
781,I'm looking for help with some money to overcome the difficulties in my business.,,,,,
782,Can you lend me some money to revive my failing business and provide for my family?,,,,,
783,"I'm short on cash, and I need some money to recover from setbacks in my business.",,,,,
784,"My business is in jeopardy, and I'm seeking financial support to prevent its closure. Can you spare some money?",,,,,
785,I'm in urgent need of money to turn around the crisis in my business.,,,,,
786,"I'm struggling to make ends meet in my business, and I could really use some money to stabilize it.",,,,,
787,Can you assist me with some money to avoid further losses in my struggling business?,,,,,
788,I'm facing financial difficulties with my business and urgently need some money to improve the situation.,,,,,
789,"My business is on the brink of failure, and I'm requesting your help with some money to save it.",,,,,
790,"I'm going through a tough time with my business, and I need some money to keep it running.",,,,,
791,Can you spare some money to support my business through this challenging period?,,,,,
792,"I'm having trouble making ends meet in my business, and I'm reaching out for some money to sustain it.",,,,,
793,"I'm facing significant obstacles in my business, and I need some money to overcome them.",,,,,
794,Can you provide me with some money to recover from the downturn in my business?,,,,,
795,"My business is in trouble, and I need immediate financial support. Can you lend me some money?",,,,,
796,"I'm going through financial hardship in my business, and I'm seeking your help with some money.",,,,,
797,"I'm on the verge of closing my business, and I need some money to prevent its failure.",,,,,
798,"I'm facing financial challenges with my business, and I could really use your help with some money.",,,,,
799,"My business is struggling to generate enough revenue, and I'm in need of money to improve its performance.",,,,,
800,I need some money to save my struggling business.,,,,,
801,I need money to support my family.,,,,,
802,Can you lend me some money?,,,,,
803,I need money to revive my failing business.,,,,,
804,Can you help me overcome the difficulties in my business?,,,,,
805,I'm short on cash and need some money.,,,,,
806,Can you spare some money to prevent my business from closing?,,,,,
807,I urgently need money to turn around the crisis in my business.,,,,,
808,I need money to stabilize my struggling business.,,,,,
809,Can you assist me with money to avoid further losses?,,,,,
810,I'm facing financial difficulties and need money.,,,,,
811,I need money to save my business from failure.,,,,,
812,Can you provide me with some money to support my business?,,,,,
813,I'm going through a tough time with my business and need money.,,,,,
814,Can you spare some money to sustain my business?,,,,,
815,I need money to overcome obstacles in my business.,,,,,
816,I'm in need of financial support for my business.,,,,,
817,Can you help me recover from the downturn in my business?,,,,,
818,I need immediate financial support for my struggling business.,,,,,
819,I'm facing financial hardship and need your help with money.,,,,,
820,I'm on the verge of closing my business.,,,,,
821,I need money to prevent my business from failing.,,,,,
822,I'm facing financial challenges with my business.,,,,,
823,Can you lend me some money to save my business?,,,,,
824,I need money to support my family's needs.,,,,,
825,Can you assist me with some money to start a business?,,,,,
826,I'm short on cash and need money for essential expenses.,,,,,
827,I'm in need of financial assistance to provide for my family.,,,,,
828,Can you spare some money to help me start a business?,,,,,
829,I need money to support my family's livelihood.,,,,,
830,Can you provide me with some money to improve our living conditions?,,,,,
831,I'm facing financial difficulties and need your help.,,,,,
832,I need money to start a small business and uplift my family.,,,,,
833,Can you lend me some money to establish a sustainable source of income?,,,,,
834,I'm short on cash and need money for basic necessities.,,,,,
835,I'm in need of financial support to create opportunities for my family.,,,,,
836,Can you spare some money to invest in my business idea?,,,,,
837,I need money to support my children's education and future.,,,,,
838,Can you assist me with some money to start a small enterprise?,,,,,
839,I'm facing financial challenges and need your help to improve our situation.,,,,,
840,I need money to establish a business and become self-reliant.,,,,,
841,Can you provide me with some money to fulfill my dream of entrepreneurship?,,,,,
842,I'm short on cash and need money to build a better future for my family.,,,,,
843,I'm in need of financial assistance to escape poverty.,,,,,
844,Can you lend me some money to create a sustainable livelihood?,,,,,
845,I need money to invest in my business and uplift my community.,,,,,
846,Can you spare some money to support local entrepreneurship?,,,,,
847,I'm facing financial difficulties and need your help to break the cycle.,,,,,
848,I need money to start a business that can sustain my family's needs.,,,,,
849,I'm in need of financial support to escape dependency and build self-reliance.,,,,,
850,Can you assist me with some money to empower myself and my community?,,,,,
851,I need money to create opportunities and improve living conditions.,,,,,
852,Can you provide me with some money to transform my circumstances?,,,,,
853,I'm short on cash and need money to build a brighter future,,,,,
854,I'm facing financial hardships and need your support to overcome them.,,,,,
855,I need money to recover from a setback and get back on my feet.,,,,,
856,Can you lend me some money to get through this challenging time?,,,,,
857,I'm in need of financial assistance to rebuild what I've lost.,,,,,
858,Can you spare some money to help me get my business back on track?,,,,,
859,I need money to bounce back from a business failure and start anew.,,,,,
860,I need some money.,,,,,
861,My business is struggling.,,,,,
862,Can you lend me a hand?,,,,,
863,I'm facing financial challenges.,,,,,
864,I require some financial support.,,,,,
865,My business is not doing well.,,,,,
866,Could you spare some money?,,,,,
867,I'm in need of financial assistance.,,,,,
868,My business is going through a tough time.,,,,,
869,Can you help me with some funds?,,,,,
870,I'm experiencing financial difficulties.,,,,,
871,I could use some monetary help.,,,,,
872,My business is not generating enough income.,,,,,
873,Could you assist me with some money?,,,,,
874,I'm struggling to keep my business afloat.,,,,,
875,Can you provide financial aid?,,,,,
876,I'm seeking assistance to stabilize my business.,,,,,
877,My business is facing financial hardships.,,,,,
878,Could you contribute some funds?,,,,,
879,I'm in a tough financial situation.,,,,,
880,Can you support me financially?,,,,,
881,I want to eat pumpkin leaves.,,,,,
882,I want to eat sweet potato leaves.,,,,,
883,I want to eat eggplant.,,,,,
884,I want to eat hibiscus.,,,,,
885,I want to eat okra.,,,,,
886,I want to eat cassava leaves.,,,,,
887,"I want to eat a vegetable mix with peanuts, tomatoes, onions, and greens such as pumpkin leaves, sweet potato leaves, spinach, and collard greens.",,,,,
888,When are you planning to visit?,,,,,
889,Can you let me know the dates of your visit?,,,,,
890,Have you decided when you'll be coming to visit?,,,,,
891,Do you have a specific timeframe in mind for your visit?,,,,,
892,Are you able to provide an estimated arrival date?,,,,,
893,Have you set a date for your visit yet?,,,,,
894,When can we expect you to arrive?,,,,,
895,Is there a particular month or season you're considering for your visit?,,,,,
896,Do you have any idea when you'll be able to come and visit?,,,,,
897,Can you give us an approximate time when we can expect to see you?,,,,,
898,Have you made any plans regarding your visit date?,,,,,
899,Are you able to give us a rough timeline of when you'll be here?,,,,,
900,When do you think you'll be able to make it for a visit?,,,,,
901,Can you provide any details about your expected arrival time?,,,,,
902,Have you discussed with us the possible dates for your visit?,,,,,
903,When will you be able to come and see us?,,,,,
904,Do you have a preferred month or week for your visit?,,,,,
905,Can you give us an update on when you'll be visiting?,,,,,
906,Have you set a specific day for your visit yet?,,,,,
907,When can we anticipate your arrival?,,,,,
908,Will you be coming alone or with someone else?,,,,,
909,Are you planning to visit by yourself or with others?,,,,,
910,Who will be joining you on your visit?,,,,,
911,Are you bringing any family members or friends with you?,,,,,
912,Will you be accompanied by anyone during your visit?,,,,,
913,Are there any specific individuals you'll be coming with?,,,,,
914,Who else is joining you on this trip?,,,,,
915,Will you be traveling with a group of people?,,,,,
916,Are there any family members or loved ones coming along?,,,,,
917,Who can we expect to see with you during your visit?,,,,,
918,Will you be accompanied by your spouse or partner?,,,,,
919,Are there any friends or colleagues accompanying you?,,,,,
920,Who are you planning to bring with you on this visit?,,,,,
921,Will you be joined by any children or relatives?,,,,,
922,Are there any specific individuals you'd like to introduce us to during your visit?,,,,,
923,Who else is excited to come and see us?,,,,,
924,Are you bringing any guests or visitors with you?,,,,,
925,Will you have any companions or travel buddies during your visit?,,,,,
926,Who else is included in your travel plans?,,,,,
927,Are you traveling with anyone else we should know about?,,,,,
928,OPEN,Isula,,,,
929,CLOSED,Isala,,,,
930,ENTRANCE,Ubwingililo,,,,
931,ENTRANCE,Umwinshi wakwingililapo,,,,
932,EXIT,Umulompokelo,,,,
933,EXIT,Umwinshi wa kufuminapo,,,,
934,PUSH,Sunka,,,,
935,PULL,"Tinta, donsa",,,,
936,TOILET,Icimbusu,,,,
937,MEN,Abaume,,,,
938,WOMEN,Abanakashi,,,,
939,FORBIDDEN,"Icaleshiwa, ico bakanya",,,,
940,Hello.,Muli shani,,,,
941,Hello. (informal),Uli shani,,,,
942,How are you?,Muli shani?,,,,
943,"Fine, thank you.","Ndi fye bwino, natolela",,,,
944,What is your name?,Niwe nani ishina?,,,,
945,My name is ______.,Ishina lyandi ni ne _____,,,,
946,Nice to meet you.,Chawama ukukumona,,,,
947,Please.,"Napapata,ndekulomba",,,,
948,Thank you.,Natotela,,,,
949,You're welcome.,Eya mukwai,,,,
950,Yes.,Eee,,,,
951,No,Awe ,,,,
952,No,Iyoo,,,,
953,Excuse me. (getting attention),Njelelako,,,,
954,Excuse me. (begging pardon),Mukwai,,,,
955,I'm sorry.,Mbelelako uluse; mukwai,,,,
956,Goodbye,Shalenipo,,,,
957,Goodbye,Kafikenio,,,,
958,Goodbye (informal),Shalapo,,,,
959,I can't speak Chibemba well,Nshaishiba iciBemba sana,,,,
960,I can't speak Chibemba well,Nshaishiba iciBemba ,,,,
961,Do you speak English?,Walishiba ukulanda icisungu?,,,,
962,Is there someone here who speaks English?,Bushe pali uwaishiba ukulanda ichisungu pano?,,,,
963,Help!,Ngafweniko!,,,,
964,Look out!,Moneni uko!,,,,
965,Good morning,Mwashibukeni,,,,
966,Good afternoon,Mwashibukeni,,,,
967,Good morning,mwabombeni,,,,
968,Good afternoon,mwabombeni,,,,
969,Good evening.,Chungulopo mukwai,,,,
970,Good night.,Sendamenipo,,,,
971,Good night (to sleep),Sendamenipo naya mukutuusha,,,,
972,I don't understand.,Nshumfwikishe bwino,,,,
973,Where is the toilet?,Ku chimbusu nikwisa?,,,,
974,Please speak slowly,Landa panono panono,,,,
975,Welcome,Mwaiseni ,,,,
976,Welcome,Mwaiseni mukwai,,,,
977,Problems,,,,,
978,Leave me alone.,Ndeka fye,,,,
979,Don't touch me!,Wilanjikatamo! ,,,,
980,Don't touch me!,Winjikatamo,,,,
981,I'll call the police.,Nalaita ba kapokola.,,,,
982,Police!,Ba kapokola!,,,,
983,Stop! Thief!,Kabolala uyo! ,,,,
984,Catch him!,Mwikateni!,,,,
985,I need your help.,Njafweniko.,,,,
986,It's an emergency.,Ndi,,,,
987,English,Ichisungu,,,,
988,Abdomen,Ifumo,,,,
989,Above,Pa mulu,,,,
990,Absent,Tapali,,,,
991,Absent,Talipo,,,,
992,Abuse,Umusalula,,,,
993,Accept,Poka,,,,
994,Accept,Pokelela,,,,
995,Accident,Ishamo,,,,
996,Acclimatize,Belela,,,,
997,Accompany,Shindika,,,,
998,According,Ukulingana,,,,
999,Accustom,Belesha,,,,
1000,Ache,Kalipa,,,,
1001,Act,Imicitile,,,,
1002,Add,Lunda,,,,
1003,Add,Bikapo,,,,
1004,Adhere,Kambatila,,,,
1005,Administration,Ubuteko,,,,
1006,Admire,Kumbwa,,,,
1007,Admire,Tamba,,,,
1008,Admit,Sumina,,,,
1009,Admonish,Konkomesha,,,,
1010,Adore,Pepa,,,,
1011,Adult,Umukalamba,,,,
1012,Adulterer,Umucende,,,,
1013,Adultery,Ubucende,,,,
1014,Advance,Tangisha,,,,
1015,Advantage,Wamina,,,,
1016,Advice,Ifunde,,,,
1017,Adviser,Kapanda mano,,,,
1018,Aeroplane,Indeke,,,,
1019,Afar,Ukutali,,,,
1020,Afflict,Cusha,,,,
1021,Affliction,Ubucushi,,,,
1022,Afraid,-tina,,,,
1023,Afresh,Kabili,,,,
1024,Africa,Icalo ca Afrika,,,,
1025,African,Umwina Afrika,,,,
1026,After,Kuntanshi,,,,
1027,Afternoon,Icungulo,,,,
1028,Afterwards,Pa numa,,,,
1029,Again,Nakabili,,,,
1030,Against,Ukupata,,,,
1031,Age,Imyaka,,,,
1032,Aggravate,Kusha,,,,
1033,Ago,Papita,,,,
1034,Agonize,Pumbuka,,,,
1035,Agree,Sumina,,,,
1036,Agreeable,-wama,,,,
1037,Agreement,Icumfwano,,,,
1038,Agreement,Icipangano,,,,
1039,Agriculture,Ubulimi,,,,
1040,Ahead,Kuntanshi,,,,
1041,Aid,afwa,,,,
1042,Aid,Ubwafwilisho,,,,
1043,Aim,Andika,,,,
1044,Aim,Tonta,,,,
1045,Air,Umwela,,,,
1046,Alas,Owe!,,,,
1047,Alarm,Soka,,,,
1048,Alarm,ukutinya,,,,
1049,Alert,ukucebuka,,,,
1050,Alien,Umweni,,,,
1051,Alike,Pala,,,,
1052,Alike,Mumo,,,,
1053,Alive,Mumi,,,,
1054,All,Onse,,,,
1055,Allow,Suminisha,,,,
1056,Almighty,Wa maka yonse,,,,
1057,Almost,Mu cikanga,,,,
1058,Alms,Ubupe,,,,
1059,Alone,Eka,,,,
1060,Aloud,Ikatisha,,,,
1061,Alphabet,Ifilembo,,,,
1062,Already,Kale,,,,
1063,Also,Na,,,,
1064,Alter,Alula,,,,
1065,Although,Nangu,,,,
1066,Always,Pe na pe,,,,
1067,Amaze,Sungusha,,,,
1068,Amend,Wamya,,,,
1069,Amidst,Pa kati ka-,,,,
1070,Ammunition,Cipolopolo,,,,
1071,Among,Pa kati ka-,,,,
1072,Amount,Fyonse pamo,,,,
1073,Amputate,Putula,,,,
1074,Amputate,Teta,,,,
1075,Amuse,Sekesha,,,,
1076,Amusement,Umusamwe,,,,
1077,Ancestor,Icikolwe,,,,
1078,Ancient,Kale,,,,
1079,And,Na,,,,
1080,Angel,Malaika,,,,
1081,Anger,Icipyu,,,,
1082,Anger,Ubukali,,,,
1083,Animal,Inama,,,,
1084,Ankle,Inkolokoso,,,,
1085,Announcement,Imbila,,,,
1086,Annoy,Kalifya,,,,
1087,Annual,Mwaka,,,,
1088,Annually,Cila mwaka,,,,
1089,Annoint,Suba,,,,
1090,Another,umbi,,,,
1091,Answer,Ankula,,,,
1092,Answer,Ubwasuko,,,,
1093,Ant,Nyelele,,,,
1094,Antbear,Nengo,,,,
1095,Anthill,Iculu,,,,
1096,Anxiety,Isakamiko,,,,
1097,Anxious,Sakamana,,,,
1098,Any,Onse,,,,
1099,Apart,Eka,,,,
1100,Ape,Kolwe,,,,
1101,Aplogize,Papata,,,,
1102,Apostle,Umutumishi,,,,
1103,Appear,Moneka,,,,
1104,Appearance,Imimonekele,,,,
1105,Appetite,Insala,,,,
1106,Applause,-Ombe ndupi,,,,
1107,Appoint,Sonta,,,,
1108,Apprentice,Umusambilila,,,,
1109,Approach,Palamika,,,,
1110,April,Shinde,,,,
1111,Approve,Suminisha,,,,
1112,Argue,Talika,,,,
1113,Argument,Ifikansa,,,,
1114,Arm,Ukuboko,,,,
1115,Arm,Icanso,,,,
1116,Armpit,Mukwapa,,,,
1117,Army,Ifila,,,,
1118,Aroma,Icena,,,,
1119,Around,Mumbali,,,,
1120,Arrange,Pekanya,,,,
1121,Arrest,Ikata,,,,
1122,Arrive,Fika,,,,
1123,Arrogance,Icilumba,,,,
1124,Arrogance,Imiya,,,,
1125,Arrow,Umufwi,,,,
1126,Artery,Umushipa wa mulopa,,,,
1127,Article,Icintu,,,,
1128,Artisan,Fundi,,,,
1129,Ascend,Nina,,,,
1130,Ashamed,ba ne nsoni,,,,
1131,Ashes,Imito,,,,
1132,Ask,Ipusha,,,,
1133,Asleep,Lala,,,,
1134,Asleep,Sendama,,,,
1135,Ass,Punda,,,,
1136,Assault,Uma,Ulubuli,,,
1137,Assemble,Longanya,Longana,,,
1138,Assent,Sumina,,,,
1139,Assist,Afwa,Afwilisha,,,
1140,Assistance,Ubwafwilisho,,,,
1141,Assort,Sala,,,,
1142,Astonish,Sungusha,,,,
1143,Astonished,Sunguka,Papa,,,
1144,Astray,Luba,,,,
1145,At once,Nomba line,,,,
1146,Atmosphere,Ulwelele,Umwela,,,
1147,Attach,Kambatika,,,,
1148,Attempt,Esha,,,,
1149,Attend,Sangwapo,,,,
1150,Authority,Amaka,,,,
1151,Authorize,Pela amaka,,,,
1152,Avarice,Akaso,,,,
1153,Avenge,Landula,,,,
1154,Avoid,Taluka,,,,
1155,Await,Pemba,,,,
1156,Awake,Shibuka,,,,
1157,Awaken,Shibusha,,,,
1158,Aware,Ishiba,,,,
1159,Away,Ukutali,Talipo,,,
1160,Axe,Isembe,,,,
1161,Baby,Umwana,Akanya,,,
1162,Bachelor,Umushimbe,,,,
1163,Back,Inuma,Musana,,,
1164,Backbite,Amba,,,,
1165,Bacon,Inama ya Nkumba,,,,
1166,Backward,Ubumfutete,,,,
1167,Bad,Bipa,,,,
1168,Bag,Umufuko,,,,
1169,Baggage,Icipe,,,,
1170,Bald,Ipala,,,,
1171,Ball,Umupila,,,,
1172,Bamboo,Ulusengu,,,,
1173,Banana,Inkonde,,,,
1174,Bandage,Insalu,,,,
1175,Banish,Tamfya,,,,
1176,Bank (of river),Icituntu,,,,
1177,Banquet,Amalila,,,,
1178,Baptism,Ulubatisho,,,,
1179,Baptise,Batisha,,,,
1180,Bar,Inkolonga,,,,
1181,Bare,Fula,,,,
1182,Bargain,Ukukabushanya,,,,
1183,Bark (tree),Icipapa,,,,
1184,Bark,Bosa,,,,
1185,Barn,Ubutala,,,,
1186,Barrel,Umutungi,,,,
1187,Barren,ba ngumba,,,,
1188,Barricade,Konkomeka,,,,
1189,Barter,Ubukwebo,,,,
1190,Basin,Ibeseni,,,,
1191,"Basket, reed",Umuseke,,,,
1192,"Basket, bamboo",Citundu,,,,
1193,"Basket, winnowing",Ulupe,,,,
1194,Bastard,Umwana wamu bucende,,,,
1195,Bat,Akasusu,,,,
1196,Bateleur (eagle),Mpungu,,,,
1197,Bathe,Samba ,,,,
1198,Bathe,Owa,,,,
1199,Battle,Lwa ,,,,
1200,Battle,Ubulwi,,,,
1201,Be,Kacibe,,,,
1202,Beach,Lulamba,,,,
1203,Beacon,Ulupopo,,,,
1204,Bead,Ubulungu,,,,
1205,Beak,Umulomo,,,,
1206,Beam,Umwalo,,,,
1207,Bean,Cilemba,,,,
1208,Bear (a child),Fyala,,,,
1209,Bear (fruit),Twala,,,,
1210,Bear (carry),Senda,,,,
1211,Beard,Umwefu,,,,
1212,Beast,Icinama,,,,
1213,Beat,Uma,,,,
1214,Beat (heart),Tunta,,,,
1215,Beating (punishment),Ifikoti,,,,
1216,Beautiful,icisuma ,,,,
1217,Beautiful,icawama,,,,
1218,Beautify,Wamya,,,,
1219,Because,Pantu ,,,,
1220,Because,ku mulandu wa,,,,
1221,Become,Aluka ,,,,
1222,Become,Sanguka,,,,
1223,Bed,Ubusanshi,,,,
1224,Bedroom,Inganda ya kusendama,,,,
